 , , Total, Total, Total, Total, Total, Total, Hasta un salario mínimo, Hasta un salario mínimo, Hasta un salario mínimo, Hasta un salario mínimo, Hasta un salario mínimo, Hasta un salario mínimo, Más de 1 hasta 2 salarios mínimos, Más de 1 hasta 2 salarios mínimos, Más de 1 hasta 2 salarios mínimos, Más de 1 hasta 2 salarios mínimos, Más de 1 hasta 2 salarios mínimos, Más de 1 hasta 2 salarios mínimos, Más de 2 hasta 3 salarios mínimos, Más de 2 hasta 3 salarios mínimos, Más de 2 hasta 3 salarios mínimos, Más de 2 hasta 3 salarios mínimos, Más de 2 hasta 3 salarios mínimos, Más de 2 hasta 3 salarios mínimos, Más de 3 hasta 5 salarios mínimos, Más de 3 hasta 5 salarios mínimos, Más de 3 hasta 5 salarios mínimos, Más de 3 hasta 5 salarios mínimos, Más de 3 hasta 5 salarios mínimos, Más de 3 hasta 5 salarios mínimos, Más de 5 salarios mínimos, Más de 5 salarios mínimos, Más de 5 salarios mínimos, Más de 5 salarios mínimos, Más de 5 salarios mínimos, Más de 5 salarios mínimos, No recibe ingresos, No recibe ingresos, No recibe ingresos, No recibe ingresos, No recibe ingresos, No recibe ingresos, No especificado, No especificado, No especificado, No especificado, No especificado, No especificado
 , , Total, Primaria incompleta, Primaria completa, Secundaria completa, Medio superior y superior, No especificado, Total, Primaria incompleta, Primaria completa, Secundaria completa, Medio superior y superior, No especificado, Total, Primaria incompleta, Primaria completa, Secundaria completa, Medio superior y superior, No especificado, Total, Primaria incompleta, Primaria completa, Secundaria completa, Medio superior y superior, No especificado, Total, Primaria incompleta, Primaria completa, Secundaria completa, Medio superior y superior, No especificado, Total, Primaria incompleta, Primaria completa, Secundaria completa, Medio superior y superior, No especificado, Total, Primaria incompleta, Primaria completa, Secundaria completa, Medio superior y superior, No especificado, Total, Primaria incompleta, Primaria completa, Secundaria completa, Medio superior y superior, No especificado
 Tercer trimestre del 2023, Mujer, 24018262|0.637165490183945|153036.076805964|, 1767428|2.47043483155782|43663.1569347057|, 3139436|1.72200879476157|54061.3640259107|, 7799052|1.09521652203212|85416.5060658767|, 11293404|0.903272592309566|102010.223070792|, 18942|15.4545454128685|2927.39999210555|, 9999300|1.05217458614691|105210.093392588|, 1183396|3.02621274109906|35812.0805296567|, 1797077|2.27046587765439|40802.0200801752|, 3805456|1.55267722966533|59086.4487969329|, 3205674|1.70766427281267|54742.149600845|, 7697|26.3243461884748|2026.18492612691|, 7077215|1.15123604556336|81475.4501020173|, 248591|5.9202917531769|14717.31247214|, 743396|3.32228918383005|24697.7649010252|, 2372577|1.90298473809214|45149.7782094844|, 3707584|1.51089687099726|56017.7706455949|, 5067|30.4323043971888|1542.00486380556|, 1606912|2.41692090536339|38837.7920587929|, 15267|23.4022830427938|3572.82655214333|, 50937|12.6327711335223|6434.75463228226|, 290734|5.9091595666979|17179.9359746435|, 1249218|2.65789224008858|33202.8682837898|, 756|66.298217583227|501.214524929196|, 644655|3.7932623120291|24453.4551576112|, 4416|28.5086199509406|1258.94065703354|, 11671|23.6571244513518|2761.02299471727|, 73053|9.81955648793088|7173.48060112815|, 555515|4.16994139060631|23164.6499160266|, , 224043|7.78129976090255|17433.4574233189|, 1057|43.1265432582625|455.847562239835|, 4358|28.9269351791867|1260.63583510896|, 25715|16.0145959087028|4118.15333792292|, 192877|8.7239500965474|16826.4932277177|, 36|100|36|, 1479101|3.0927379932983|45744.718586255|, 225697|6.93521152997422|15652.5643668059|, 295635|5.90021963145895|17443.1143074637|, 514272|4.6258788701637|23789.5997831683|, 442394|4.6033675200621|20365.0217067035|, 1103|55.0971127073025|607.721153161547|, 2987036|1.88739493178681|56377.1660746476|, 89004|8.69760921773679|7741.22010815445|, 236362|5.61232287560572|13265.3985952392|, 717245|3.33612732831489|23928.2064559721|, 1940142|2.27956877530126|44226.8712285054|, 4283|28.1684939932766|1206.45659773204|
 Segundo trimestre del 2023, Total, 58521990|0.448227878391932|262311.874169738|, 4980729|1.72331095536864|85833.4485142229|, 8900840|1.18020619961366|105048.265497693|, 19126899|0.792293404301325|151541.159224376|, 25458736|0.690248029000102|175728.423448339|, 54786|10.9283101585617|5987.18400346964|, 20368429|0.846813692488417|172482.645716782|, 2691574|2.19375507907581|59046.5413320839|, 4079160|1.66218449098208|67803.1648823447|, 7386629|1.20582368711529|89069.7221613273|, 6195008|1.38439546561302|85763.4098463641|, 16058|22.2738621394852|3576.73678235854|, 20018022|0.809496106320605|162045.108652402|, 1147016|3.005394414451|34472.3547968593|, 2849946|1.93889671965518|55257.5095059441|, 7108297|1.25050265450529|88889.4426751197|, 8894700|1.11432002549998|99115.4233081469|, 18063|18.579531759055|3356.0208216381|, 5072202|1.40807389635661|71420.3523324781|, 172939|6.94810924059081|12015.9906395853|, 468899|4.33189927419905|20312.2323777266|, 1308255|2.45095741314115|32064.7729052898|, 3119860|1.76340052271756|55015.627548056|, 2249|34.0567085755468|765.935375864048|, 1996323|2.37016856361715|47316.2201742589|, 34138|15.8642281484581|5415.73020532061|, 81987|8.09345338896894|6635.57963001397|, 348459|5.03619167159645|17549.0631369283|, 1531158|2.74926424225898|42095.5793864877|, 581|76.0946152994609|442.109714889868|, 694394|4.22567223417108|29342.8144537499|, 16177|21.5212066093478|3481.48559319419|, 30338|14.7475138672237|4474.10075703834|, 98873|8.28419092873276|8190.82809696594|, 548980|4.96038207394742|27231.5055095565|, 26|100|26|, 2985916|2.60974897668975|77924.9122548156|, 597853|5.25287237774976|31404.4550965483|, 658570|4.53658250843878|29876.5714258253|, 973988|3.25239550153525|31677.9418974932|, 753751|3.53638536660136|26655.5400646114|, 1754|48.3983449179481|848.906969860809|, 7386704|1.53055676602956|113057.697858576|, 321032|4.7299949168702|15184.7972815267|, 731940|3.42181769511827|25045.6524376486|, 1902398|2.29734979734163|43704.7365976312|, 4415279|1.91977921745778|84763.6086347777|, 16055|18.8321407372165|3023.50019536011|
 Segundo trimestre del 2023, Hombre, 34716585|0.497904680432064|172855.501601176|, 3277172|1.90633249337563|62473.7946998079|, 5696476|1.34479162850473|76605.7323677811|, 11391990|0.927336766734182|105642.111732681|, 14316252|0.808220373002555|115706.865314386|, 34695|14.4464175067064|5012.1845539518|, 10106829|1.11854323034078|113049.251581618|, 1552943|2.61770483844296|40651.4640492613|, 2182513|2.22601617138418|48583.0923225621|, 3489279|1.74253312322043|60801.8423365746|, 2872016|1.88379433296545|54102.8746498611|, 10078|33.2654133754487|3352.48835997772|, 12964107|0.910815466299687|118079.09162364|, 893799|3.28916700930223|29398.5418374732|, 2114126|2.1288487468594|45006.5448580288|, 4775530|1.38596323655897|66187.0901508445|, 5169000|1.34690413607894|69621.4747939204|, 11652|22.1727365393542|2583.56726156555|, 3605245|1.5612317008698|56286.2278340233|, 146794|7.34925300647967|10788.2624583318|, 411462|4.61589693570555|18992.6618495928|, 1062723|2.68714989575659|28556.9599866813|, 1982607|2.02684744824472|40184.4193882211|, 1659|41.688305821547|691.608993579465|, 1369964|2.56855717945331|35188.3086779258|, 30953|16.3505461933502|5060.98456322769|, 71489|8.6455941866989|6180.64882812918|, 275708|5.13498505669072|14157.5646001009|, 991233|3.06059004405592|30337.5785113968|, 581|76.0946152994609|442.109714889868|, 499991|4.36762391067916|21837.7264672438|, 12299|25.3306931576289|3115.42195145677|, 23347|16.0582497157452|3749.11956113504|, 72642|9.06110305288104|6582.16647967385|, 391677|5.08303682509183|19909.0861454149|, 26|100|26|, 1582488|3.49909100811085|55372.6953124333|, 400800|6.06164349484865|24295.0671273534|, 382860|5.74007080631014|21976.435089039|, 471894|4.62286233372257|21815.0099810968|, 325923|5.0450397297376|16442.9448383527|, 1011|66.3065142551436|670.358859119502|, 4587961|1.66618126540312|76443.7466460016|, 239584|5.43185149111359|13013.8470764696|, 510679|3.99764541001124|20415.1356033913|, 1244214|2.70246491189647|33624.4467789035|, 2583796|2.20037391426438|56853.1731818065|, 9688|24.9869169507104|2420.73251418482|
 Segundo trimestre del 2023, Mujer, 23805405|0.638651652219628|152033.612350074|, 1703557|2.54292165941651|43320.1199335062|, 3204364|1.72379610630011|55236.7018636825|, 7734909|1.08090644409235|83607.1298256793|, 11142484|0.912042294852004|101624.166777117|, 20091|15.0469582437475|3023.08438075131|, 10261600|1.05536940209042|108297.786564911|, 1138631|3.11059148080785|35418.1588838373|, 1896647|2.16758563017726|41111.4478271881|, 3897350|1.46974187944447|57280.985138529|, 3322992|1.78021111625156|59156.2729761502|, 5980|21.0207629607837|1257.04162505487|, 7053915|1.15445376544977|81434.1873291259|, 253217|5.60301035768053|14187.7747374079|, 735820|3.51879529774375|25891.9995598581|, 2332767|1.95801014446128|45675.8145066451|, 3725700|1.49261248981614|55610.2635330799|, 6411|32.1185237858751|2059.11855991245|, 1466957|2.45909032677799|36073.7976849926|, 26145|17.4779588474058|4569.61234065424|, 57437|11.8062829435072|6781.17473426226|, 245532|5.39184569855847|13238.7065805846|, 1137253|2.81627249410712|32028.143427408|, 590|55.7866622101696|329.141307040001|, 626359|4.18154052777388|26191.4554343592|, 3185|35.5797227424955|1133.21416934848|, 10498|21.1967386776125|2225.23362637576|, 72751|14.2147435885788|10341.368108127|, 539925|4.41088079684913|23815.4481423876|, , 194403|7.86955258921672|15298.646320015|, 3878|40.087797135756|1554.60477292462|, 6991|34.3312174339787|2400.09541080945|, 26231|17.9620776774786|4711.63259557941|, 157303|9.01602006896034|14182.4700490767|, , 1403428|2.99540030118038|42038.2865388497|, 197053|7.30405458564893|14392.8586826588|, 275710|5.87855602261916|16207.7668099633|, 502094|4.19156665747956|21045.6046932054|, 427828|4.62215704877171|19774.882058619|, 743|71.262440581383|529.479933519675|, 2798743|2.01211124791114|56313.8227031256|, 81448|8.64432965254074|7040.63361540138|, 221261|5.73073787698497|12679.8879339957|, 658184|3.38768057815145|22297.1715365003|, 1831483|2.42281154868387|44373.3816361817|, 6367|27.0781008741186|1724.06268265513|
 Primer trimestre del 2023, Total, 58492126|0.444616669533134|260065.742560324|, 4978353|1.61999327090291|80648.9836017929|, 8901004|1.1404152318927|101508.405407379|, 19131418|0.779094592335904|149051.843075178|, 25427915|0.679560809736814|172798.145073189|, 53436|11.1107579516724|5937.14461905569|, 20971572|0.827518402093699|173543.61750833|, 2731550|2.02816915744324|55400.4546201408|, 4145825|1.58378612939118|65661.0012988319|, 7732130|1.21218610158196|93727.8052162489|, 6343889|1.39503232954546|88499.302500478|, 18178|19.6006457077909|3563.00537676224|, 19776708|0.800477957180206|158308.188195894|, 1103524|2.84631264150821|31409.743114077|, 2827937|1.90365010574067|53834.0256907794|, 7016590|1.23060728345457|86346.6675901451|, 8815459|1.12400509277169|99086.2081112001|, 13198|19.6464525260225|2592.93880438445|, 5029766|1.45806257511883|73337.1356620514|, 162544|6.4363541662798|10461.9075160378|, 430062|3.97112069977551|17078.2811038686|, 1213133|2.43334127540817|29519.6660145973|, 3219007|1.87504022054894|60357.675952286|, 5020|41.2280629974411|2069.64876247155|, 1955446|2.31159347253172|45201.9620948825|, 27880|12.9900114088568|3621.61518078928|, 86865|8.20368005445393|7126.1266793014|, 303255|4.62213356622154|14016.8511462451|, 1537169|2.6869823788463|41303.4601630878|, 277|70.7885074376993|196.084165602427|, 662890|3.98157559179764|26393.4664404674|, 8967|22.1923614442431|1989.98905070528|, 31180|15.0367972971498|4688.4733972513|, 99638|9.18503165781217|9151.78184321089|, 522650|4.6186676150864|24139.4662902491|, 455|76.9598028497955|350.167102966569|, 2918301|2.58738351440761|75507.6389747924|, 576960|4.9376426335918|28488.2229387713|, 670297|4.88848521500639|32767.3697416314|, 906871|3.28693653595536|29808.2742329838|, 762330|3.36663940561567|25664.9021808299|, 1843|52.2322647355216|962.640639075663|, 7177443|1.46828123944544|105385.04904089|, 366928|4.87158010406042|17875.1914442268|, 708838|3.18881751903845|22603.5503256017|, 1859801|2.34403392206775|43594.3663229551|, 4227411|1.76158862414044|74469.5912716615|, 14465|22.1611684187054|3205.61301176573|
 Primer trimestre del 2023, Hombre, 34886554|0.489423072892389|170742.844613063|, 3267969|1.80338310108682|58934.0006947559|, 5715943|1.33057745497846|76055.0488974197|, 11451966|0.896176270566059|102629.801805293|, 14412980|0.796066598969614|114736.919696171|, 37696|13.5823662046181|5120.00876449286|, 10457979|1.04712026555048|109507.617476013|, 1557690|2.52756561781437|39371.6368721327|, 2220517|2.06229683984864|45793.6519193017|, 3689222|1.62222207723142|59847.3737620786|, 2980141|1.83558686491698|54703.0767520054|, 10409|26.8204094088149|2791.73641536354|, 13008410|0.906074312509917|117865.861475971|, 870739|3.13287920472013|27279.201058388|, 2132885|2.14116831701972|45668.6578584661|, 4806814|1.38870874963445|66752.6465966535|, 5188736|1.36181800003817|70661.1408224607|, 9236|23.0334174755076|2127.36643803788|, 3521383|1.5935599656691|56115.3497258776|, 145291|6.77706983573908|9846.47253504366|, 375096|4.19550251172003|15737.1621013614|, 974544|2.70072929493241|26319.7953000061|, 2021432|2.155340958787|43568.7518500272|, 5020|41.2280629974411|2069.64876247155|, 1331234|2.48837202401775|33126.0544302125|, 23830|13.9423409518131|3322.45984881707|, 76009|8.72236819597313|6629.78484207722|, 235156|5.15602531089631|12124.7028800913|, 995962|2.94208433374018|29302.0419720054|, 277|70.7885074376993|196.084165602427|, 501215|4.44201134681423|22264.0271719349|, 5913|28.2709652187586|1671.66217338519|, 23344|17.3225082909903|4043.76633544878|, 72773|9.29440568358874|6763.81784811804|, 398766|5.21635305570622|20801.0424261174|, 419|83.129270183257|348.311642067847|, 1532525|3.6472365057547|55894.8112598172|, 378335|5.73987761888296|21715.9659894008|, 377670|6.66395590474131|25167.7622654365|, 452955|4.75585426205762|21541.8796727031|, 322043|5.17117672668053|16653.4126659038|, 1522|61.8109367105058|940.762456733898|, 4533808|1.55881219305426|70673.5519136695|, 286171|5.40811838935188|15476.4664759922|, 510422|3.60470216455036|18399.1928823413|, 1220502|2.72275274594331|33231.251719293|, 2505900|1.9045206327343|47725.3825356889|, 10813|27.1489886263256|2935.62014016459|
 Primer trimestre del 2023, Mujer, 23605572|0.623572260722148|147197.798976794|, 1710384|2.38999940091738|40878.1673533867|, 3185061|1.63564462092314|52096.2789196206|, 7679452|1.04425679685344|80193.1994710978|, 11014935|0.882210686759945|97174.9337096615|, 15740|15.9998636365806|2518.37853639779|, 10513593|1.02104811163687|107348.842791686|, 1173860|2.82326706720632|33141.2027951082|, 1925308|2.05961754187409|39653.9813031053|, 4042908|1.52294391148512|61571.2212329447|, 3363748|1.70096270257714|57216.0988886844|, 7769|23.7253410079355|1843.22174290651|, 6768298|1.12974661861266|76464.6177926284|, 232785|5.50539359463229|12815.7304792648|, 695052|3.29776707935263|22921.1960403821|, 2209776|1.85669950911833|41028.9001446147|, 3626723|1.51163437389421|54822.7915139274|, 3962|29.2365573283801|1158.35240135042|, 1508383|2.46011861880628|37108.0110259087|, 17253|18.9702302762938|3272.93382956896|, 54966|11.4003995452016|6266.34361401552|, 238589|4.97645127492228|11873.2653323243|, 1197575|2.79745258106072|33501.592747638|, , 624212|3.76481677691016|23500.4380994864|, 4050|34.2764863001228|1388.19769515498|, 10856|21.9347708513312|2381.23872362051|, 68099|9.87854000198412|6727.18695595117|, 541207|4.09842588554497|22180.9677823814|, , 161675|6.65044300142044|10752.1037225465|, 3054|35.3513586229367|1079.63049234449|, 7836|30.3780381781628|2380.42307164084|, 26865|17.7324104024811|4763.81205462655|, 123884|7.50817281749421|9301.42481322452|, 36|100|36|, 1385776|2.84223452916893|39387.003968936|, 198625|7.59336330858198|15082.317871671|, 292627|5.54117027599|16214.9603435213|, 453916|4.01950894519003|18245.1942236488|, 440287|4.16152751242998|18322.6646386526|, 321|63.5720142493546|204.066165740428|, 2643635|1.96198113790878|51867.6200551548|, 80757|9.44493204319913|7627.44377012632|, 198416|5.73264986542476|11374.4945569812|, 639299|3.33221133345285|21302.7937326507|, 1721511|2.35423983055135|40528.4976493228|, 3652|34.3882766920547|1255.85986479384|
 Cuarto trimestre del 2022, Total, 58349353|0.450576482008616|262908.462022189|, 5023202|1.68820932957753|84802.1648075253|, 8944500|1.18977392440381|106419.328668299|, 19149429|0.805286880864662|154207.839497493|, 25183358|0.702018206802083|176791.758244149|, 48864|10.5520610899314|5156.15913098408|, 17912989|0.928344182143458|166294.191229498|, 2481775|2.21996806358009|55094.6124099148|, 3689472|1.82156232237335|67206.0318465146|, 6616953|1.34383655739896|88921.0333999071|, 5113605|1.5373111011286|78612.0173328671|, 11184|20.878270540554|2335.02577725556|, 19772120|0.831275767690059|164360.8423186|, 1180863|2.92774831048208|34572.696531608|, 2936820|1.89715238031232|55715.9505354883|, 7258605|1.22915708450915|89219.6575940355|, 8380345|1.21006600740787|101407.706148505|, 15487|17.0077837755764|2633.99547332351|, 6258692|1.35387627923401|84734.9463783166|, 234822|5.67566974138628|13327.7212001181|, 647184|3.68387002033752|23841.4173524212|, 1707327|2.34564538553712|40047.8369915293|, 3664757|1.76199698822495|64572.9079657632|, 4602|28.5286791844328|1312.8898160676|, 2533307|2.34562138693679|59421.7907887667|, 39746|12.096603838117|4807.91616149797|, 126447|7.32843819770698|9266.59024785455|, 489023|4.08441319052022|19973.7199166777|, 1876291|2.80824366047249|52690.8230595158|, 1800|60.4170178789281|1087.50632182071|, 890731|3.54959879998927|31617.3768871324|, 25321|18.6527212191152|4723.05553989215|, 47674|11.9776446385347|5710.22230497505|, 121707|7.46086506902779|9080.39504956166|, 696008|4.10114728342441|28544.3131844166|, 21|100|21|, 3274735|2.41283035260485|79013.8000473743|, 712934|4.87173525303729|34732.2570088889|, 748226|4.18203558893152|31291.0776056387|, 1063162|3.1786526414062|33794.226995427|, 749396|3.46010283833928|25929.872266401|, 1017|73.0368363403473|742.784625581332|, 7706779|1.49915426478985|115536.506056428|, 347741|4.90474638232217|17055.8141173509|, 748677|3.45059552629116|25833.8150683708|, 1892652|2.31690306402397|43850.912179311|, 4702956|1.87146865111208|88014.3472155945|, 14753|21.7614867022521|3210.47213318326|
 Cuarto trimestre del 2022, Hombre, 34695540|0.499254160903778|173218.927098035|, 3291651|1.87168289736452|61609.2688079283|, 5691962|1.36707100688139|77813.162224706|, 11495972|0.941008257291676|108178.045775939|, 14182717|0.830650695836465|117808.837449017|, 33238|13.4977424022335|4486.37961965438|, 8741934|1.21939784320163|106598.95465011|, 1365334|2.9392236663924|40130.220053302|, 1882016|2.4160116949639|45469.7266610918|, 3122122|1.90104639018844|59352.9875782792|, 2366242|2.1627754868655|51176.5019359159|, 6220|31.892117735871|1983.68972317118|, 12704349|0.961597935882406|122164.757751297|, 921562|3.22348483683812|29706.4113320621|, 2145246|2.13550255064859|45811.7830476869|, 4795954|1.45838553823145|69943.4995562328|, 4831102|1.42884643071056|69029.0284909867|, 10485|21.7646988599744|2282.02867546832|, 4376223|1.45205349311823|63545.0989381436|, 206550|5.96458963732498|12319.8598958947|, 565215|3.91100705982084|22105.5985531664|, 1361247|2.40450232078498|32731.2157066159|, 2239351|2.03235776230356|45511.6238737225|, 3860|32.539087131868|1256.0087632901|, 1746206|2.42929592350796|42420.5111740514|, 34153|13.293587404894|4540.15890639344|, 104199|7.21972057690729|7522.87664393163|, 390768|4.44032231407006|17351.3587002453|, 1215286|2.96865736128463|36077.6772996615|, 1800|60.4170178789281|1087.50632182071|, 640811|4.06878026513603|26073.1915048209|, 20808|19.4005155196076|4036.85926931996|, 37063|13.817756116479|5121.2749494506|, 89588|8.37712930606619|7504.90260271858|, 493331|4.77673802033402|23565.129443094|, 21|100|21|, 1717683|3.28300400005912|56391.6015983356|, 465671|5.57391494863681|25956.1054804665|, 421963|5.46094504175241|23043.1675265297|, 522722|4.43235516392004|23168.8955599461|, 306687|5.23409028255226|16052.2744648511|, 640|100|640|, 4768334|1.60225202588886|76400.7281161475|, 277573|5.33144026012628|14798.6386732403|, 536260|3.98066293188962|21346.7030385513|, 1213571|2.60173849691864|31573.9438944405|, 2730718|2.06287998728686|56331.4351312401|, 10212|27.4627903821925|2804.5001538295|
 Cuarto trimestre del 2022, Mujer, 23653813|0.632595145888599|149632.872855566|, 1731551|2.46678883407149|42713.7067242532|, 3252538|1.69459454114142|55117.3313965504|, 7653457|1.10047898859956|84224.6861865023|, 11000641|0.904530211626172|99504.1213175355|, 15626|14.9035138639451|2328.82307638006|, 9171055|1.13107672136552|103731.668208629|, 1116441|3.0495451467498|34046.3723318249|, 1807456|2.33278875620759|42164.1303413995|, 3494831|1.65872710045966|57969.7089122653|, 2747363|1.91394176990033|52582.9280277867|, 4964|23.8978714614859|1186.29033934816|, 7067771|1.13470092169203|80198.0626800818|, 259301|5.46660135259295|14174.9519732871|, 791574|3.17374473836702|25122.5381752814|, 2462651|1.79928546867772|44310.1215872464|, 3549243|1.60600471852982|57001.0100520895|, 5002|25.1026670825258|1255.63540746794|, 1882469|2.26447103931189|42627.9653290242|, 28272|14.7212221821697|4161.98393534302|, 81969|9.30167821284102|7624.49261428366|, 346080|4.98946925128686|17267.5551848535|, 1425406|2.5538674677872|36402.9801178869|, 742|51.5322010501779|382.36893179232|, 787101|3.88371692070022|30568.7747200006|, 5593|28.8728750410165|1614.85990104405|, 22248|24.0447998048833|5349.48706059043|, 98255|8.80887651584934|8655.16162064776|, 661005|4.29994650621504|28422.8614034067|, , 249920|5.62619056976359|14060.9754719532|, 4513|54.3266567570668|2451.76201944642|, 10611|25.2626036363552|2680.61487185365|, 32119|15.0611129431592|4837.47886621332|, 202677|6.2317883578155|12630.4016899697|, , 1557052|2.88353214956523|44898.0950054485|, 247263|6.72476787741187|16627.8627967249|, 326263|5.64051388148619|18402.9098051533|, 540440|4.0527723566537|21902.8029242993|, 442709|4.42873116483368|19606.3914525235|, 377|100|377|, 2938445|2.00430855548072|58895.5045330954|, 70168|10.86798621945|7625.84857046365|, 212417|5.44394373800231|11563.8619699524|, 679081|3.52800302232275|23957.9982040196|, 1972238|2.44037997722138|48130.1012551513|, 4541|32.0156820505229|1453.83212191425|
 Tercer trimestre del 2022, Total, 57440441|0.450129662135987|258556.463002721|, 5069142|1.70730936228934|86545.9359537411|, 8749675|1.19730744728531|104760.510388261|, 18888412|0.811441928416114|153268.494579981|, 24677329|0.692284659914319|170837.363143588|, 55883|12.1375792009818|6782.84338488467|, 18301841|0.921544986728434|168659.698214509|, 2604846|2.16924003330776|56505.3622380158|, 3712230|1.76210325774044|65413.3257648181|, 6807827|1.33438255965862|90842.4561797304|, 5159568|1.56096032380685|80538.8093598348|, 17370|21.8677866463171|3798.43454046528|, 19174677|0.857913204293926|164502.08586371|, 1156632|3.31036721007736|38288.7664692619|, 2791994|1.97360155316721|55102.8369483352|, 7000701|1.27863803885441|89513.6259724611|, 8211777|1.13146704494813|92913.5505596306|, 13573|26.0905265439861|3541.26716781524|, 6036973|1.38160003316185|83406.8209699718|, 214710|5.80431695131283|12462.4489261638|, 579051|3.57157383253815|20681.2339930505|, 1641222|2.31627194984635|38015.1648207073|, 3595636|1.77497977069014|63821.8116276523|, 6354|37.654053406397|2392.53855344246|, 2272639|2.12754841502559|48351.4950237535|, 32350|13.3461467190868|4317.47846362458|, 107192|7.59469351275248|8140.90387018964|, 396011|4.29681172845118|17015.8470939568|, 1736658|2.50413398158677|43488.2431219453|, 428|66.0773109531309|282.8108908794|, 794304|3.653658879531|29021.1586264699|, 18485|19.5093459800305|3606.30260440863|, 28477|14.1645747695585|4033.64595712717|, 85467|9.7286287979636|8314.76717475555|, 661875|4.07680091107173|26983.326030156|, , 3360922|2.6067074335466|87609.4036097032|, 696264|5.30915957996112|36965.7668578205|, 775584|4.54645066510654|35261.5439264599|, 1085107|3.13416335937616|34009.0260040259|, 802933|4.0025128601172|32137.4965831248|, 1034|50.480779843021|521.971263576837|, 7499085|1.53999672099779|115485.663104837|, 345855|4.74849026066572|16422.8909910254|, 755147|3.42257507650364|25845.473012965|, 1872077|2.24601887537424|42047.2027815397|, 4508882|1.97295350999482|88958.1456805246|, 17124|20.3144788499528|3478.65135826592|
 Tercer trimestre del 2022, Hombre, 34632039|0.507232555268152|175664.976361163|, 3377873|1.83927945667852|62128.5241616904|, 5671185|1.34772302457158|76431.8660110499|, 11490056|0.940282298478459|108038.962653262|, 14051688|0.815406189494462|114578.333680451|, 41237|15.1696476488301|6255.50760094809|, 9375558|1.1984463539544|112361.03301388|, 1516558|2.64016746064405|40039.6708377942|, 2016101|2.28815711524644|46131.5584820545|, 3335562|1.82269374169414|60797.0798243279|, 2496788|2.16655581508299|54094.3056042943|, 10549|30.8539584191924|3254.78407364061|, 12368440|0.997658509472033|123394.794148943|, 894927|3.47056720118943|31059.0429365885|, 2039446|2.25708001858699|46031.9281558716|, 4676741|1.48561487558531|69478.3599885974|, 4746164|1.3970138631357|66304.5690471561|, 11162|30.7130096016734|3428.18613173879|, 4214311|1.4762894674476|62215.4294184857|, 193028|6.14974389334934|11870.7276424544|, 513605|3.78443112663155|19437.027487936|, 1312596|2.42269412764107|31800.1862116515|, 2189508|2.02044022552916|44237.700373179|, 5574|42.0978506512239|2346.53419529922|, 1567917|2.32125191008426|36395.3033110358|, 26394|15.1244884124095|3991.95747157135|, 91142|7.79651558663649|7105.90023597223|, 330016|4.77302253361313|15751.7380445287|, 1119970|2.81118293236377|31484.4054875946|, 395|71.1086018980828|280.878977497427|, 546296|3.85875334042664|21080.2151486171|, 13840|20.9844177508272|2904.24341671448|, 24517|15.6849117457878|3845.46981271479|, 59584|9.04415123506064|5388.86707189853|, 448355|4.39919856485877|19724.0267254725|, , 1842155|3.35294622491008|61766.4665294924|, 464531|5.66582869296901|26319.5306857359|, 450432|5.40694112091879|24354.5930297769|, 566286|4.38318760635107|24821.3777685012|, 360081|6.11232759279368|22009.3303194074|, 825|57.9760249361862|478.302205723536|, 4717362|1.60643633790348|75781.4173584504|, 268595|5.38795738572859|14471.7841401977|, 535942|3.73690740658775|20027.6562930145|, 1209271|2.61920218342244|31673.2524354943|, 2690822|2.13290978406573|57392.8057097933|, 12732|25.7594491219319|3279.69306220437|
